paper_id,title,full_model_score_v2,value_norm,query_similarity,WTP,price,price_rank,scenario
W2097281067,TUBE,0.9047196390980728,1.0,0.0,1.0,0.5,1,Base Case
W2168402580,Query-based data pricing,0.13753034169715844,0.15201432107107157,0.43060459659245276,1.5368880374646519,0.312303352671802,2,Base Case
W2974598553,Too Much Data: Prices and Inefficiencies in Data Markets,0.38002030129142894,0.4200420604003648,0.09088956783496686,0.9072407268086842,0.2694638514800481,3,Base Case
W2180742472,Smart data pricing,0.046932720426327096,0.05187543013116744,0.5883349517716907,1.4727063631493977,0.24764500108825846,4,Base Case
W2010653253,A survey of smart data pricing,0.0908852669016239,0.10045682991056616,0.43203720046973004,1.3117399313510252,0.24288162201237345,5,Base Case
W3123243120,Nonrivalry and the Economics of Data,0.3426026684682703,0.3786837973472263,0.06266678688932102,0.6938645457402481,0.19604402321997108,6,Base Case
W2293940046,Query-Based Data Pricing,0.039207965236915415,0.043337143953238774,0.43060459659245276,1.053835724253772,0.17405993930783376,7,Base Case
W4323644227,A Survey of Data Pricing for Data Marketplaces,0.011320903361344541,0.012513161947750467,0.4146248205014179,0.8832689431625161,0.13635871203960126,8,Base Case
W2743929098,Data pricing strategy based on data quality,0.021107070538705225,0.023329957289030607,0.3410360160308301,0.7690528348548543,0.12163761465478823,9,Base Case
W3084177365,A Survey on Data Pricing: From Economics to Data Science,0.021995333790375913,0.024311767800578924,0.3291083604501962,0.7465381370249266,0.11833310219830837,10,Base Case
W4382600626,"We, the Data",0.00047268907563025216,0.0005224702274634849,0.39216926336000296,0.7865001710613244,0.11811884868234473,11,Base Case
W1994174199,Smart data pricing: To share or not to share?,0.04016043145953046,0.04438991895828296,0.26467115626559745,0.6677220809072771,0.1105323573064371,12,Base Case
W2289113545,Smart data pricing models for the internet of things: a bundling strategy approach,0.04520851550849357,0.04996964093049041,0.2135725554720798,0.5624919031510266,0.09421141692202173,13,Base Case
W3195579788,Data pricing in machine learning pipelines,0.003968130026921448,0.00438603281661635,0.3008811348970386,0.616705698863167,0.0934525668311679,14,Base Case
W4319769514,"Data-Driven Learning for Data Rights, Data Pricing, and Privacy Computing",0.0023634453781512608,0.002612351137317425,0.27977729820816405,0.568013959899003,0.08572144215480447,15,Base Case
W4210813858,Data Boundary and Data Pricing Based on the Shapley Value,0.0006302521008403362,0.0006966269699513133,0.2833942704375394,0.5690645285803618,0.08549842828144237,16,Base Case
W2342966760,Time and Location Aware Mobile Data Pricing,0.004493899102528042,0.004967173153230176,0.2666533713275521,0.5488700235465467,0.08328471988793262,17,Base Case
W2734445852,A First Look at Information Entropy-Based Data Pricing,0.0005291856584532414,0.0005849167361734225,0.27439998065374255,0.5506688871723788,0.0827130664827258,18,Base Case
W3121615946,Data Pricing for Blockchain-based Car Sharing: A Stackelberg Game Approach,0.02626575630252101,0.02903192897272098,0.2118647706863393,0.5019682141405005,0.08039581905989679,19,Base Case
W2950902070,"A Survey of Smart Data Pricing: Past Proposals, Current Plans, and Future Trends",0.03460905581623114,0.038253901342003994,0.19167387431325456,0.4802598377910644,0.07846911002734483,20,Base Case
W2790400697,"A Survey on Big Data Market: Pricing, Trading and Protection",0.08735904585131782,0.09655924562266298,0.11374836841010076,0.41192363559876916,0.07570980776746203,21,Base Case
W3215634159,Coalition Game and Blockchain-Based Optimal Data Pricing Scheme for Ride Sharing Beyond 5G,0.028676470588235296,0.03169652713278475,0.18527285145533606,0.4492222777484366,0.07236691680262212,22,Base Case
W2910976764,Nonrivalry and the Economics of Data,0.13524926776660226,0.14949301631324602,0.06266678688932102,0.3497725660498399,0.07076687948032111,23,Base Case
W3210061505,Personal big data pricing method based on differential privacy,0.0006302521008403362,0.0006966269699513133,0.23029147497443828,0.4625629949381644,0.06949723109087604,24,Base Case
W2765365501,Pricing of Data Products in Data Marketplaces,0.02229746110358204,0.024645713589030387,0.1880579111506136,0.4378401072212124,0.06945282474130939,25,Base Case
W2473283431,Data Collection and Wireless Communication in Internet of Things (IoT) Using Economic Analysis and Pricing Models: A Survey,0.09290105574756356,0.10268491114018247,0.07517762519195147,0.31479702362460926,0.05853327008302181,26,Base Case
W2067195421,When Users Interfere with Protocols: Prospect Theory in Wireless Networks using Random Access and Data Pricing as an Example,0.014338235294117648,0.015848263566392375,0.1602235142906243,0.3566094080197326,0.055469485163953045,27,Base Case
W2533772775,A pricing model for Big Personal Data,0.024213213133601644,0.026763222646233393,0.1449738809834865,0.34775073065040313,0.055420035177985945,28,Base Case
W3089176333,Towards Query Pricing on Incomplete Data,0.001986006281160996,0.002195162120213144,0.1498374554497217,0.3045014130707954,0.04590916244925285,29,Base Case
W2942073230,Big Data Market Optimization Pricing Model Based on Data Quality,0.004167991858139876,0.004606943055082791,0.14135038902879787,0.2925172666572343,0.04434925363512657,30,Base Case
W2734426755,An Online Pricing Mechanism for Mobile Crowdsensing Data Markets,0.023370308707408267,0.02583154791544753,0.10658684967601846,0.26103167378398584,0.04151474933367805,31,Base Case
W2759182208,Pricing privacy – the right to know the value of your personal data,0.02067444687704714,0.02285177195629109,0.10840179718438309,0.25947275151633437,0.04099620697873309,32,Base Case
W3111554765,Optimal Sticky Prices under Rational Inattention,0.15936157731466755,0.17614470873378768,0.0,0.17614470873378768,0.03728114175528696,33,Base Case
W1777686370,The Pricing Behaviour of Firms in the Euro Area: New Survey Evidence,0.0548602520072617,0.06063784805418022,0.06261359186328548,0.21623905953701006,0.03702515386300592,34,Base Case
